record_id,episode_id,show_title,source,rule,detail,severity
REC00089,B99-S1E6,Brooklyn Nine-Nine,rotten_tomatoes,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00090,B99-S1E6,Brooklyn Nine-Nine,metacritic,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00091,B99-S1E7,Brooklyn Nine-Nine,imdb,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00092,B99-S1E7,Brooklyn Nine-Nine,rotten_tomatoes,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00093,B99-S1E7,Brooklyn Nine-Nine,metacritic,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00094,B99-S1E8,Brooklyn Nine-Nine,imdb,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00095,B99-S1E8,Brooklyn Nine-Nine,rotten_tomatoes,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00096,B99-S1E8,Brooklyn Nine-Nine,metacritic,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00097,B99-S2E1,Brooklyn Nine-Nine,imdb,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00098,B99-S2E1,Brooklyn Nine-Nine,rotten_tomatoes,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00099,B99-S2E1,Brooklyn Nine-Nine,metacritic,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00100,B99-S2E2,Brooklyn Nine Nine,imdb,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00101,B99-S2E2,Brooklyn Nine-Nine,rotten_tomatoes,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00102,B99-S2E2,Brooklyn Nine-Nine,metacritic,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00103,B99-S2E3,Brooklyn Nine-Nine,imdb,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00104,B99-S2E3,Brooklyn Nine-Nine,rotten_tomatoes,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00105,B99-S2E3,Brooklyn Nine-Nine,metacritic,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00106,B99-S2E4,Brooklyn Nine-Nine,imdb,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00107,B99-S2E4,Brooklyn Nine-Nine,rotten_tomatoes,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00108,B99-S2E4,Brooklyn Nine-Nine,metacritic,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00109,B99-S2E5,Brooklyn Nine-Nine,imdb,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00110,B99-S2E5,Brooklyn Nine-Nine,rotten_tomatoes,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00111,B99-S2E5,Brooklyn Nine-Nine,metacritic,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00112,B99-S2E6,Brooklyn Nine-Nine,imdb,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00113,B99-S2E6,Brooklyn Nine-Nine,rotten_tomatoes,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00114,B99-S2E6,brooklyn nine-nine,metacritic,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00115,B99-S2E7,Brooklyn Nine-Nine,imdb,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00116,B99-S2E7,Brooklyn Nine-Nine,rotten_tomatoes,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00117,B99-S2E7,Brooklyn Nine-Nine,metacritic,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00118,B99-S2E8,Brooklyn Nine-Nine,imdb,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00119,B99-S2E8,Brooklyn Nine-Nine,rotten_tomatoes,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00120,B99-S2E8,Brooklyn Nine-Nine,metacritic,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00121,B99-S3E1,Brooklyn Nine-Nine,imdb,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00122,B99-S3E1,Brooklyn Nine-Nine,rotten_tomatoes,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00123,B99-S3E1,Brooklyn Nine-Nine,metacritic,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00124,B99-S3E2,Brooklyn Nine-Nine,imdb,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00125,B99-S3E2,Brooklyn Nine-Nine,rotten_tomatoes,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00126,B99-S3E2,Brooklyn Nine-Nine,metacritic,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00127,B99-S3E3,Brooklyn Nine-Nine,imdb,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00128,B99-S3E3,Brooklyn Nine-Nine,rotten_tomatoes,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00129,B99-S3E3,Brooklyn Nine-Nine,metacritic,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00130,B99-S3E4,Brooklyn Nine-Nine,imdb,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00131,B99-S3E4,Brooklyn Nine-Nine,rotten_tomatoes,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00132,B99-S3E4,Brooklyn Nine-Nine,metacritic,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00133,B99-S3E5,Brooklyn Nine-Nine,imdb,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00134,B99-S3E5,Brooklyn Nine-Nine,rotten_tomatoes,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00135,B99-S3E5,Brooklyn Nine-Nine,metacritic,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00136,B99-S3E6,Brooklyn Nine-Nine,imdb,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00137,B99-S3E6,Brooklyn Nine-Nine,rotten_tomatoes,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00138,B99-S3E6,Brooklyn Nine-Nine,metacritic,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00139,B99-S3E7,Brooklyn Nine-Nine,imdb,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00140,B99-S3E7,Brooklyn Nine-Nine,rotten_tomatoes,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00141,B99-S3E7,Brooklyn Nine-Nine,metacritic,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00142,B99-S3E8,Brooklyn Nine-Nine,imdb,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00143,B99-S3E8,Brooklyn Nine-Nine,rotten_tomatoes,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00144,B99-S3E8,Brooklyn Nine-Nine,metacritic,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00434,B99-S2E8,Brooklyn Nine-Nine,rotten_tomatoes,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00437,B99-S3E3,Brooklyn Nine-Nine,rotten_tomatoes,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00442,B99-S2E1,Brooklyn Nine-Nine,rotten_tomatoes,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
REC00443,B99-S3E8,Brooklyn Nine-Nine,metacritic,INCONSISTENT_SHOW_TITLE,"Show ID 'B99' maps to multiple title spellings: ['Brooklyn 99', 'Brooklyn Nine Nine', 'Brooklyn Nine-Nine', 'brooklyn nine-nine']",Low
